isoCode,date,ageRange,peopleVaccinatedPer100,peopleFullyVaccinatedPer100,peopleBoosterPer100
LIE,2023-09-01,18-24,76.15,74.63,42.17
LIE,2023-09-01,25-49,71.85,71.06,45.09
LIE,2023-09-01,5-9,8.07,5.91,0.0
LIE,2023-09-01,50-59,77.42,77.18,59.46
LIE,2023-09-01,60-69,80.51,79.78,67.11
LIE,2023-09-01,70-79,87.76,87.36,79.01
LIE,2023-09-01,80+,89.36,89.01,79.12
LIE,2023-09-08,10-14,34.1,32.15,5.59
LIE,2023-09-08,15-17,70.68,69.42,27.23
LIE,2023-09-08,18-24,76.15,74.63,42.17
LIE,2023-09-08,25-49,71.85,71.06,45.09
LIE,2023-09-08,5-9,8.07,5.91,0.0
LIE,2023-09-08,50-59,77.42,77.18,59.46
LIE,2023-09-08,60-69,80.51,79.78,67.11
LIE,2023-09-08,70-79,87.76,87.36,79.01
LIE,2023-09-08,80+,89.36,89.01,79.12
LIE,2023-09-15,10-14,34.1,32.15,5.59
LIE,2023-09-15,15-17,70.68,69.42,27.23
LIE,2023-09-15,18-24,76.15,74.63,42.17
LIE,2023-09-15,25-49,71.85,71.06,45.09
LIE,2023-09-15,5-9,8.07,5.91,0.0
LIE,2023-09-15,50-59,77.42,77.18,59.46
LIE,2023-09-15,60-69,80.51,79.78,67.11
LIE,2023-09-15,70-79,87.76,87.36,79.01
LIE,2023-09-15,80+,89.36,89.01,79.12
LIE,2023-09-22,10-14,34.1,32.15,5.59
LIE,2023-09-22,15-17,70.68,69.42,27.23
LIE,2023-09-22,18-24,76.15,74.63,42.17
LIE,2023-09-22,25-49,71.85,71.06,45.09
LIE,2023-09-22,5-9,8.07,5.91,0.0
LIE,2023-09-22,50-59,77.42,77.18,59.46
LIE,2023-09-22,60-69,80.51,79.78,67.11
LIE,2023-09-22,70-79,87.76,87.36,79.01
LIE,2023-09-22,80+,89.36,89.01,79.12
LIE,2023-09-29,10-14,34.1,32.15,5.59
LIE,2023-09-29,15-17,70.68,69.42,27.23
LIE,2023-09-29,18-24,76.15,74.63,42.17
LIE,2023-09-29,25-49,71.85,71.06,45.09
LIE,2023-09-29,5-9,8.07,5.91,0.0
LIE,2023-09-29,50-59,77.42,77.18,59.46
LIE,2023-09-29,60-69,80.51,79.78,67.11
LIE,2023-09-29,70-79,87.76,87.36,79.01
LIE,2023-09-29,80+,89.36,89.01,79.12
LUX,2023-03-31,10-14,59.57,56.76,24.54
LUX,2023-03-31,15-17,83.23,81.18,50.51
LUX,2023-03-31,18-24,75.94,74.76,50.93
LUX,2023-03-31,25-49,77.36,76.38,58.95
LUX,2023-03-31,5-9,19.16,16.56,0.01
LUX,2023-03-31,50-59,84.25,83.72,74.45
LUX,2023-03-31,60-69,85.57,85.2,79.77
LUX,2023-03-31,70-79,88.73,88.19,83.54
LUX,2023-03-31,80+,99.32,98.24,90.49
LUX,2023-04-07,10-14,59.57,56.76,24.54
LUX,2023-04-07,15-17,83.23,81.18,50.51
LUX,2023-04-07,18-24,75.94,74.76,50.94
LUX,2023-04-07,25-49,77.36,76.38,58.95
LUX,2023-04-07,5-9,19.16,16.56,0.01
LUX,2023-04-07,50-59,84.25,83.72,74.45
LUX,2023-04-07,60-69,85.57,85.2,79.77
LUX,2023-04-07,70-79,88.73,88.19,83.54
LUX,2023-04-07,80+,99.32,98.24,90.49
LUX,2023-04-14,10-14,59.57,56.77,24.54
LUX,2023-04-14,15-17,83.23,81.18,50.51
LUX,2023-04-14,18-24,75.94,74.76,50.94
LUX,2023-04-14,25-49,77.36,76.38,58.96
LUX,2023-04-14,5-9,19.16,16.56,0.01
LUX,2023-04-14,50-59,84.25,83.72,74.45
LUX,2023-04-14,60-69,85.57,85.2,79.77
LUX,2023-04-14,70-79,88.73,88.19,83.54
LUX,2023-04-14,80+,99.32,98.24,90.49
LUX,2023-04-21,10-14,59.57,56.77,24.54
LUX,2023-04-21,15-17,83.23,81.18,50.52
LUX,2023-04-21,18-24,75.95,74.76,50.94
LUX,2023-04-21,25-49,77.36,76.38,58.96
LUX,2023-04-21,5-9,19.16,16.56,0.01
LUX,2023-04-21,50-59,84.25,83.72,74.45
LUX,2023-04-21,60-69,85.57,85.2,79.77
LUX,2023-04-21,70-79,88.73,88.19,83.54
LUX,2023-04-21,80+,99.32,98.24,90.49
LUX,2023-04-28,10-14,59.57,56.77,24.54
LUX,2023-04-28,15-17,83.23,81.18,50.52
LUX,2023-04-28,18-24,75.95,74.76,50.94
LUX,2023-04-28,25-49,77.36,76.38,58.96
LUX,2023-04-28,5-9,19.16,16.56,0.01
LUX,2023-04-28,50-59,84.25,83.72,74.45
LUX,2023-04-28,60-69,85.57,85.2,79.77
LUX,2023-04-28,70-79,88.73,88.19,83.54
LUX,2023-04-28,80+,99.32,98.24,90.49
LUX,2023-05-05,10-14,59.57,56.77,24.54
LUX,2023-05-05,15-17,83.23,81.18,50.52
LUX,2023-05-05,18-24,75.95,74.76,50.94
LUX,2023-05-05,25-49,77.36,76.38,58.96
LUX,2023-05-05,5-9,19.16,16.56,0.01
LUX,2023-05-05,50-59,84.25,83.72,74.45
LUX,2023-05-05,60-69,85.57,85.2,79.77
LUX,2023-05-05,70-79,88.73,88.19,83.54
LUX,2023-05-05,80+,99.32,98.24,90.49
LUX,2023-05-12,10-14,59.57,56.77,24.54
LUX,2023-05-12,15-17,83.23,81.18,50.52
LUX,2023-05-12,18-24,75.95,74.77,50.94
LUX,2023-05-12,25-49,77.36,76.38,58.96
LUX,2023-05-12,5-9,19.17,16.56,0.01
LUX,2023-05-12,50-59,84.25,83.72,74.45
LUX,2023-05-12,60-69,85.57,85.2,79.77
LUX,2023-05-12,70-79,88.73,88.19,83.54
LUX,2023-05-12,80+,99.32,98.24,90.49
LUX,2023-05-19,10-14,59.57,56.77,24.54
LUX,2023-05-19,15-17,83.23,81.18,50.52
LUX,2023-05-19,18-24,75.95,74.77,50.94
LUX,2023-05-19,25-49,77.36,76.38,58.96
LUX,2023-05-19,5-9,19.17,16.56,0.01
LUX,2023-05-19,50-59,84.25,83.72,74.45
LUX,2023-05-19,60-69,85.57,85.2,79.77
LUX,2023-05-19,70-79,88.73,88.19,83.54
LUX,2023-05-19,80+,99.32,98.24,90.49
LUX,2023-05-26,10-14,59.57,56.77,24.54
LUX,2023-05-26,15-17,83.23,81.18,50.52
LUX,2023-05-26,18-24,75.95,74.77,50.94
LUX,2023-05-26,25-49,77.36,76.38,58.96
LUX,2023-05-26,5-9,19.17,16.56,0.01
LUX,2023-05-26,50-59,84.25,83.72,74.45
LUX,2023-05-26,60-69,85.57,85.2,79.77
LUX,2023-05-26,70-79,88.73,88.19,83.54
LUX,2023-05-26,80+,99.32,98.24,90.49
LUX,2023-06-02,10-14,59.57,56.77,24.54
LUX,2023-06-02,15-17,83.23,81.18,50.52
LUX,2023-06-02,18-24,75.95,74.78,50.95
LUX,2023-06-02,25-49,77.36,76.38,58.96
LUX,2023-06-02,5-9,19.17,16.56,0.01
LUX,2023-06-02,50-59,84.25,83.72,74.45
LUX,2023-06-02,60-69,85.57,85.2,79.77
LUX,2023-06-02,70-79,88.73,88.19,83.54
LUX,2023-06-02,80+,99.32,98.24,90.49
LUX,2023-06-09,10-14,59.57,56.77,24.54
LUX,2023-06-09,15-17,83.23,81.18,50.52
LUX,2023-06-09,18-24,75.95,74.78,50.95
LUX,2023-06-09,25-49,77.36,76.38,58.96
LUX,2023-06-09,5-9,19.17,16.56,0.01
LUX,2023-06-09,50-59,84.25,83.72,74.45
LUX,2023-06-09,60-69,85.57,85.2,79.77
LUX,2023-06-09,70-79,88.73,88.19,83.55
LUX,2023-06-09,80+,99.32,98.24,90.49
LUX,2023-06-16,10-14,59.57,56.77,24.54
LUX,2023-06-16,15-17,83.23,81.18,50.52
LUX,2023-06-16,18-24,75.95,74.78,50.95
LUX,2023-06-16,25-49,77.36,76.38,58.96
LUX,2023-06-16,5-9,19.18,16.57,0.01
LUX,2023-06-16,50-59,84.25,83.72,74.45
LUX,2023-06-16,60-69,85.57,85.2,79.77
LUX,2023-06-16,70-79,88.73,88.19,83.55
LUX,2023-06-16,80+,99.32,98.24,90.49
LUX,2023-06-23,10-14,59.57,56.77,24.55
LUX,2023-06-23,15-17,83.23,81.18,50.52
LUX,2023-06-23,18-24,75.95,74.78,50.95
LUX,2023-06-23,25-49,77.36,76.38,58.96
LUX,2023-06-23,5-9,19.18,16.57,0.01
LUX,2023-06-23,50-59,84.25,83.72,74.45
LUX,2023-06-23,60-69,85.57,85.2,79.77
LUX,2023-06-23,70-79,88.73,88.19,83.55
LUX,2023-06-23,80+,99.32,98.24,90.49
LUX,2023-06-30,10-14,59.57,56.77,24.55
LUX,2023-06-30,15-17,83.23,81.18,50.52
LUX,2023-06-30,18-24,75.95,74.78,50.95
LUX,2023-06-30,25-49,77.36,76.38,58.96
LUX,2023-06-30,5-9,19.18,16.57,0.01
LUX,2023-06-30,50-59,84.25,83.72,74.45
LUX,2023-06-30,60-69,85.57,85.2,79.77
LUX,2023-06-30,70-79,88.73,88.19,83.55
LUX,2023-06-30,80+,99.32,98.24,90.49
LUX,2023-07-07,10-14,59.57,56.77,24.55
LUX,2023-07-07,15-17,83.23,81.18,50.52
LUX,2023-07-07,18-24,75.95,74.78,50.95
LUX,2023-07-07,25-49,77.36,76.38,58.96
LUX,2023-07-07,5-9,19.18,16.57,0.01
LUX,2023-07-07,50-59,84.25,83.72,74.45
LUX,2023-07-07,60-69,85.57,85.2,79.77
LUX,2023-07-07,70-79,88.73,88.2,83.55
LUX,2023-07-07,80+,99.32,98.24,90.49
LUX,2023-07-14,10-14,59.57,56.78,24.55
LUX,2023-07-14,15-17,83.23,81.18,50.52
LUX,2023-07-14,18-24,75.95,74.78,50.96
LUX,2023-07-14,25-49,77.36,76.38,58.96
LUX,2023-07-14,5-9,19.18,16.58,0.01
LUX,2023-07-14,50-59,84.25,83.72,74.45
LUX,2023-07-14,60-69,85.57,85.2,79.77
LUX,2023-07-14,70-79,88.73,88.2,83.55
LUX,2023-07-14,80+,99.32,98.24,90.49
LUX,2023-07-21,10-14,59.57,56.78,24.55
LUX,2023-07-21,15-17,83.23,81.18,50.52
LUX,2023-07-21,18-24,75.96,74.78,50.97
LUX,2023-07-21,25-49,77.36,76.38,58.97
LUX,2023-07-21,5-9,19.18,16.58,0.01
LUX,2023-07-21,50-59,84.25,83.72,74.45
LUX,2023-07-21,60-69,85.57,85.2,79.77
LUX,2023-07-21,70-79,88.73,88.2,83.55
LUX,2023-07-21,80+,99.32,98.24,90.49
LUX,2023-07-28,10-14,59.57,56.78,24.55
LUX,2023-07-28,15-17,83.23,81.18,50.52
LUX,2023-07-28,18-24,75.96,74.78,50.97
LUX,2023-07-28,25-49,77.36,76.38,58.97
LUX,2023-07-28,5-9,19.18,16.58,0.01
LUX,2023-07-28,50-59,84.25,83.72,74.45
LUX,2023-07-28,60-69,85.57,85.2,79.77
LUX,2023-07-28,70-79,88.73,88.2,83.55
LUX,2023-07-28,80+,99.32,98.24,90.49
LUX,2023-08-04,10-14,59.58,56.78,24.55
LUX,2023-08-04,15-17,83.23,81.18,50.52
LUX,2023-08-04,18-24,75.96,74.78,50.98
LUX,2023-08-04,25-49,77.36,76.38,58.97
LUX,2023-08-04,5-9,19.18,16.58,0.01
LUX,2023-08-04,50-59,84.25,83.72,74.45
LUX,2023-08-04,60-69,85.57,85.2,79.77
LUX,2023-08-04,70-79,88.73,88.2,83.55
LUX,2023-08-04,80+,99.32,98.24,90.49
LUX,2023-08-11,10-14,59.58,56.78,24.55
LUX,2023-08-11,15-17,83.23,81.18,50.52
LUX,2023-08-11,18-24,75.96,74.78,50.98
LUX,2023-08-11,25-49,77.36,76.38,58.97
LUX,2023-08-11,5-9,19.18,16.58,0.01
LUX,2023-08-11,50-59,84.25,83.72,74.45
LUX,2023-08-11,60-69,85.57,85.2,79.77
LUX,2023-08-11,70-79,88.73,88.2,83.55
LUX,2023-08-11,80+,99.32,98.24,90.49
LUX,2023-08-18,10-14,59.58,56.78,24.55
LUX,2023-08-18,15-17,83.23,81.18,50.52
LUX,2023-08-18,18-24,75.96,74.78,50.98
LUX,2023-08-18,25-49,77.36,76.38,58.97
LUX,2023-08-18,5-9,19.18,16.58,0.01
LUX,2023-08-18,50-59,84.25,83.72,74.45
LUX,2023-08-18,60-69,85.57,85.2,79.77
LUX,2023-08-18,70-79,88.73,88.2,83.55
LUX,2023-08-18,80+,99.32,98.24,90.49
LUX,2023-08-25,10-14,59.58,56.78,24.55
LUX,2023-08-25,15-17,83.23,81.18,50.52
LUX,2023-08-25,18-24,75.97,74.79,50.98
LUX,2023-08-25,25-49,77.36,76.38,58.97
LUX,2023-08-25,5-9,19.18,16.58,0.01
LUX,2023-08-25,50-59,84.25,83.72,74.45
LUX,2023-08-25,60-69,85.57,85.2,79.77
LUX,2023-08-25,70-79,88.73,88.2,83.55
LUX,2023-08-25,80+,99.32,98.24,90.49
LUX,2023-09-01,10-14,59.58,56.78,24.55
LUX,2023-09-01,15-17,83.23,81.18,50.52
LUX,2023-09-01,18-24,75.97,74.79,50.98
LUX,2023-09-01,25-49,77.36,76.38,58.97
LUX,2023-09-01,5-9,19.18,16.58,0.01
LUX,2023-09-01,50-59,84.25,83.72,74.45
LUX,2023-09-01,60-69,85.57,85.2,79.77
LUX,2023-09-01,70-79,88.73,88.2,83.55
LUX,2023-09-01,80+,99.32,98.24,90.49
LUX,2023-09-08,10-14,59.58,56.78,24.55
LUX,2023-09-08,15-17,83.23,81.18,50.52
LUX,2023-09-08,18-24,75.97,74.79,50.98
LUX,2023-09-08,25-49,77.36,76.38,58.97
LUX,2023-09-08,5-9,19.18,16.58,0.01
LUX,2023-09-08,50-59,84.25,83.72,74.45
LUX,2023-09-08,60-69,85.57,85.2,79.77
LUX,2023-09-08,70-79,88.73,88.2,83.55
LUX,2023-09-08,80+,99.32,98.24,90.49
LUX,2023-09-15,10-14,59.58,56.78,24.55
LUX,2023-09-15,15-17,83.23,81.18,50.52
LUX,2023-09-15,18-24,75.97,74.79,50.98
LUX,2023-09-15,25-49,77.36,76.38,58.97
LUX,2023-09-15,5-9,19.18,16.58,0.01
LUX,2023-09-15,50-59,84.25,83.72,74.45
LUX,2023-09-15,60-69,85.57,85.2,79.77
LUX,2023-09-15,70-79,88.73,88.2,83.55
LUX,2023-09-15,80+,99.32,98.24,90.49
LUX,2023-09-22,10-14,59.58,56.78,24.55
LUX,2023-09-22,15-17,83.23,81.18,50.52
LUX,2023-09-22,18-24,75.97,74.79,50.98
LUX,2023-09-22,25-49,77.36,76.38,58.97
LUX,2023-09-22,5-9,19.18,16.58,0.01
LUX,2023-09-22,50-59,84.25,83.72,74.45
LUX,2023-09-22,60-69,85.57,85.2,79.77
LUX,2023-09-22,70-79,88.73,88.2,83.55
LUX,2023-09-22,80+,99.32,98.24,90.49
LUX,2023-09-29,10-14,59.58,56.78,24.55
LUX,2023-09-29,15-17,83.23,81.18,50.52
LUX,2023-09-29,18-24,75.97,74.79,50.98
LUX,2023-09-29,25-49,77.36,76.38,58.97
LUX,2023-09-29,5-9,19.18,16.58,0.01
LUX,2023-09-29,50-59,84.25,83.72,74.45
LUX,2023-09-29,60-69,85.57,85.2,79.77
LUX,2023-09-29,70-79,88.73,88.2,83.55
LUX,2023-09-29,80+,99.32,98.24,90.49
MLT,2021-01-01,18-24,0.01,0.0,0.0
MLT,2021-01-01,25-49,0.02,0.0,0.0
MLT,2021-01-01,50-59,0.03,0.0,0.0
MLT,2021-01-01,60-69,0.01,0.0,0.0
MLT,2021-01-08,18-24,0.45,0.0,0.0
MLT,2021-01-08,25-49,1.09,0.0,0.0
MLT,2021-01-08,50-59,1.7,0.0,0.0
MLT,2021-01-08,60-69,0.74,0.0,0.0
MLT,2021-01-08,70-79,0.32,0.0,0.0
MLT,2021-01-08,80+,2.13,0.01,0.0
MLT,2021-01-15,0-17,0.0,0.0,0.0
MLT,2021-01-15,18-24,0.9,0.01,0.0
MLT,2021-01-15,25-49,1.92,0.02,0.0
MLT,2021-01-15,50-59,2.93,0.03,0.0
MLT,2021-01-15,60-69,1.34,0.01,0.0
MLT,2021-01-15,70-79,0.75,0.0,0.0
MLT,2021-01-15,80+,16.48,0.03,0.0
NOR,2022-11-18,0-17,31.33,13.27,0.0
NOR,2022-11-18,18-24,93.06,88.44,48.05
NOR,2022-11-18,25-49,89.79,86.79,55.82
NOR,2022-11-18,50-59,93.95,92.91,80.13
NOR,2022-11-18,60-69,95.82,95.58,88.92
NOR,2022-11-18,70-79,95.9,96.09,93.08
NOR,2022-11-18,80+,94.67,94.49,91.0
NOR,2022-11-25,0-17,31.34,13.27,0.0
NOR,2022-11-25,18-24,93.06,88.45,48.08
NOR,2022-11-25,25-49,89.79,86.79,55.86
NOR,2022-11-25,50-59,93.95,92.91,80.16
NOR,2022-11-25,60-69,95.82,95.58,88.97
NOR,2022-11-25,70-79,95.9,96.09,93.1
NOR,2022-11-25,80+,94.67,94.49,91.02
NOR,2022-12-02,0-17,31.34,13.28,0.0
NOR,2022-12-02,18-24,93.06,88.45,48.13
NOR,2022-12-02,25-49,89.79,86.79,55.9
NOR,2022-12-02,50-59,93.96,92.91,80.21
NOR,2022-12-02,60-69,95.82,95.58,89.01
NOR,2022-12-02,70-79,95.9,96.09,93.12
NOR,2022-12-02,80+,94.68,94.49,91.04
NOR,2022-12-09,0-17,31.35,13.29,0.0
NOR,2022-12-09,18-24,93.06,88.45,48.17
NOR,2022-12-09,25-49,89.8,86.79,55.95
NOR,2022-12-09,50-59,93.96,92.91,80.26
NOR,2022-12-09,60-69,95.82,95.58,89.05
NOR,2022-12-09,70-79,95.9,96.09,93.14
NOR,2022-12-09,80+,94.68,94.5,91.06
NOR,2022-12-16,0-17,31.35,13.3,0.0
NOR,2022-12-16,18-24,93.07,88.46,48.22
NOR,2022-12-16,25-49,89.8,86.8,55.99
NOR,2022-12-16,50-59,93.96,92.91,80.3
NOR,2022-12-16,60-69,95.82,95.58,89.09
NOR,2022-12-16,70-79,95.91,96.09,93.15
NOR,2022-12-16,80+,94.68,94.5,91.08
NOR,2022-12-23,0-17,31.36,13.3,0.0
NOR,2022-12-23,18-24,93.07,88.46,48.26
NOR,2022-12-23,25-49,89.8,86.8,56.02
NOR,2022-12-23,50-59,93.96,92.91,80.32
NOR,2022-12-23,60-69,95.82,95.58,89.11
NOR,2022-12-23,70-79,95.91,96.09,93.16
NOR,2022-12-23,80+,94.68,94.5,91.09
NOR,2022-12-30,0-17,31.36,13.3,0.0
NOR,2022-12-30,18-24,93.07,88.46,48.27
NOR,2022-12-30,25-49,89.8,86.8,56.02
NOR,2022-12-30,50-59,93.96,92.91,80.33
NOR,2022-12-30,60-69,95.83,95.58,89.11
NOR,2022-12-30,70-79,95.91,96.09,93.16
NOR,2022-12-30,80+,94.68,94.5,91.09
NOR,2023-01-06,0-17,31.36,13.31,0.0
NOR,2023-01-06,18-24,93.07,88.47,48.3
NOR,2023-01-06,25-49,89.8,86.8,56.05
NOR,2023-01-06,50-59,93.96,92.91,80.34
NOR,2023-01-06,60-69,95.83,95.58,89.13
NOR,2023-01-06,70-79,95.91,96.09,93.17
NOR,2023-01-06,80+,94.68,94.5,91.09
NOR,2023-01-13,0-17,31.36,13.31,0.0
NOR,2023-01-13,18-24,93.07,88.47,48.35
NOR,2023-01-13,25-49,89.8,86.8,56.07
NOR,2023-01-13,50-59,93.96,92.91,80.36
NOR,2023-01-13,60-69,95.83,95.58,89.15
NOR,2023-01-13,70-79,95.91,96.09,93.17
NOR,2023-01-13,80+,94.68,94.5,91.1
NOR,2023-01-20,0-17,31.36,13.32,0.0
NOR,2023-01-20,18-24,93.07,88.48,48.37
NOR,2023-01-20,25-49,89.8,86.8,56.09
NOR,2023-01-20,50-59,93.96,92.91,80.37
NOR,2023-01-20,60-69,95.83,95.58,89.16
NOR,2023-01-20,70-79,95.91,96.09,93.17
NOR,2023-01-20,80+,94.68,94.5,91.1
NOR,2023-01-27,0-17,31.37,13.32,0.0
NOR,2023-01-27,18-24,93.08,88.48,48.4
NOR,2023-01-27,25-49,89.8,86.8,56.1
NOR,2023-01-27,50-59,93.96,92.91,80.38
NOR,2023-01-27,60-69,95.83,95.58,89.16
NOR,2023-01-27,70-79,95.91,96.09,93.18
NOR,2023-01-27,80+,94.68,94.5,91.1
NOR,2023-02-03,0-17,31.37,13.32,0.0
NOR,2023-02-03,18-24,93.08,88.48,48.42
NOR,2023-02-03,25-49,89.81,86.8,56.12
NOR,2023-02-03,50-59,93.96,92.91,80.39
NOR,2023-02-03,60-69,95.83,95.58,89.17
NOR,2023-02-03,70-79,95.91,96.09,93.18
NOR,2023-02-03,80+,94.68,94.5,91.1
NOR,2023-02-10,0-17,31.37,13.33,0.0
NOR,2023-02-10,18-24,93.08,88.48,48.44
NOR,2023-02-10,25-49,89.81,86.81,56.12
NOR,2023-02-10,50-59,93.96,92.91,80.4
NOR,2023-02-10,60-69,95.83,95.58,89.17
NOR,2023-02-10,70-79,95.91,96.09,93.18
NOR,2023-02-10,80+,94.68,94.5,91.11
NOR,2023-02-17,0-17,31.38,13.33,0.0
NOR,2023-02-17,18-24,93.08,88.48,48.46
NOR,2023-02-17,25-49,89.81,86.81,56.13
NOR,2023-02-17,50-59,93.96,92.91,80.4
NOR,2023-02-17,60-69,95.83,95.58,89.17
NOR,2023-02-17,70-79,95.91,96.09,93.18
NOR,2023-02-17,80+,94.68,94.5,91.11
NOR,2023-02-24,0-17,31.38,13.33,0.0
NOR,2023-02-24,18-24,93.08,88.49,48.48
NOR,2023-02-24,25-49,89.81,86.81,56.14
NOR,2023-02-24,50-59,93.96,92.91,80.41
NOR,2023-02-24,60-69,95.83,95.58,89.17
NOR,2023-02-24,70-79,95.91,96.09,93.18
NOR,2023-02-24,80+,94.68,94.5,91.11
NOR,2023-03-03,0-17,31.38,13.34,0.0
NOR,2023-03-03,18-24,93.08,88.49,48.5
NOR,2023-03-03,25-49,89.81,86.81,56.15
NOR,2023-03-03,50-59,93.96,92.91,80.41
NOR,2023-03-03,60-69,95.83,95.58,89.18
NOR,2023-03-03,70-79,95.91,96.09,93.18
NOR,2023-03-03,80+,94.68,94.5,91.11
NOR,2023-03-10,0-17,31.38,13.34,0.0
NOR,2023-03-10,18-24,93.09,88.49,48.51
NOR,2023-03-10,25-49,89.81,86.81,56.16
NOR,2023-03-10,50-59,93.96,92.91,80.41
NOR,2023-03-10,60-69,95.83,95.58,89.18
NOR,2023-03-10,70-79,95.91,96.09,93.19
NOR,2023-03-10,80+,94.68,94.5,91.11
NOR,2023-03-17,0-17,31.38,13.34,0.0
NOR,2023-03-17,18-24,93.09,88.49,48.52
NOR,2023-03-17,25-49,89.81,86.81,56.16
NOR,2023-03-17,50-59,93.96,92.92,80.42
NOR,2023-03-17,60-69,95.83,95.58,89.18
NOR,2023-03-17,70-79,95.91,96.09,93.19
NOR,2023-03-17,80+,94.68,94.5,91.11
NOR,2023-03-24,0-17,31.38,13.34,0.0
NOR,2023-03-24,18-24,93.09,88.49,48.53
NOR,2023-03-24,25-49,89.81,86.81,56.17
NOR,2023-03-24,50-59,93.96,92.92,80.42
NOR,2023-03-24,60-69,95.83,95.58,89.18
NOR,2023-03-24,70-79,95.91,96.1,93.19
NOR,2023-03-24,80+,94.68,94.5,91.11
NOR,2023-03-31,0-17,31.39,13.35,0.0
NOR,2023-03-31,18-24,93.09,88.49,48.54
NOR,2023-03-31,25-49,89.81,86.81,56.18
NOR,2023-03-31,50-59,93.96,92.92,80.42
NOR,2023-03-31,60-69,95.83,95.58,89.19
NOR,2023-03-31,70-79,95.91,96.1,93.19
NOR,2023-03-31,80+,94.68,94.5,91.13
NOR,2023-04-07,0-17,31.39,13.35,0.0
NOR,2023-04-07,18-24,93.09,88.5,48.54
NOR,2023-04-07,25-49,89.81,86.81,56.18
NOR,2023-04-07,50-59,93.96,92.92,80.43
NOR,2023-04-07,60-69,95.83,95.58,89.19
NOR,2023-04-07,70-79,95.91,96.1,93.19
NOR,2023-04-07,80+,94.68,94.5,91.13
NOR,2023-04-14,0-17,31.39,13.35,0.0
NOR,2023-04-14,18-24,93.09,88.5,48.55
NOR,2023-04-14,25-49,89.81,86.81,56.18
NOR,2023-04-14,50-59,93.96,92.92,80.43
NOR,2023-04-14,60-69,95.83,95.58,89.19
NOR,2023-04-14,70-79,95.91,96.1,93.2
NOR,2023-04-14,80+,94.68,94.5,91.15
NOR,2023-04-21,0-17,31.39,13.35,0.0
NOR,2023-04-21,18-24,93.09,88.5,48.56
NOR,2023-04-21,25-49,89.81,86.81,56.19
NOR,2023-04-21,50-59,93.96,92.92,80.43
NOR,2023-04-21,60-69,95.83,95.58,89.19
NOR,2023-04-21,70-79,95.91,96.1,93.21
NOR,2023-04-21,80+,94.69,94.5,91.2
NOR,2023-04-28,0-17,31.39,13.35,0.0
NOR,2023-04-28,18-24,93.09,88.5,48.56
NOR,2023-04-28,25-49,89.81,86.81,56.19
NOR,2023-04-28,50-59,93.96,92.92,80.43
NOR,2023-04-28,60-69,95.83,95.58,89.2
NOR,2023-04-28,70-79,95.91,96.1,93.22
NOR,2023-04-28,80+,94.69,94.51,91.25
NOR,2023-05-05,0-17,31.39,13.35,0.0
NOR,2023-05-05,18-24,93.09,88.5,48.57
NOR,2023-05-05,25-49,89.81,86.81,56.2
NOR,2023-05-05,50-59,93.96,92.92,80.44
NOR,2023-05-05,60-69,95.83,95.58,89.2
NOR,2023-05-05,70-79,95.91,96.1,93.23
NOR,2023-05-05,80+,94.69,94.51,91.27
NOR,2023-05-12,0-17,31.39,13.35,0.0
NOR,2023-05-12,18-24,93.09,88.5,48.57
NOR,2023-05-12,25-49,89.81,86.81,56.2
NOR,2023-05-12,50-59,93.96,92.92,80.44
NOR,2023-05-12,60-69,95.83,95.58,89.2
NOR,2023-05-12,70-79,95.91,96.1,93.23
NOR,2023-05-12,80+,94.69,94.51,91.29
NOR,2023-05-19,0-17,31.39,13.36,0.0
NOR,2023-05-19,18-24,93.09,88.5,48.58
NOR,2023-05-19,25-49,89.81,86.81,56.2
NOR,2023-05-19,50-59,93.96,92.92,80.44
NOR,2023-05-19,60-69,95.83,95.58,89.2
NOR,2023-05-19,70-79,95.91,96.1,93.24
NOR,2023-05-19,80+,94.69,94.51,91.3
NOR,2023-05-26,0-17,31.39,13.36,0.0
NOR,2023-05-26,18-24,93.09,88.5,48.58
NOR,2023-05-26,25-49,89.81,86.81,56.21
NOR,2023-05-26,50-59,93.96,92.92,80.44
NOR,2023-05-26,60-69,95.83,95.58,89.21
NOR,2023-05-26,70-79,95.91,96.1,93.24
NOR,2023-05-26,80+,94.69,94.51,91.31
NOR,2023-06-02,0-17,31.39,13.36,0.0
NOR,2023-06-02,18-24,93.09,88.5,48.59
NOR,2023-06-02,25-49,89.81,86.81,56.21
NOR,2023-06-02,50-59,93.96,92.92,80.44
NOR,2023-06-02,60-69,95.83,95.58,89.21
NOR,2023-06-02,70-79,95.91,96.1,93.24
NOR,2023-06-02,80+,94.69,94.51,91.31
NOR,2023-06-09,0-17,31.39,13.36,0.0
NOR,2023-06-09,18-24,93.09,88.5,48.59
NOR,2023-06-09,25-49,89.81,86.81,56.21
NOR,2023-06-09,50-59,93.96,92.92,80.44
NOR,2023-06-09,60-69,95.83,95.58,89.21
NOR,2023-06-09,70-79,95.91,96.1,93.24
NOR,2023-06-09,80+,94.69,94.51,91.32
NOR,2023-06-16,0-17,31.4,13.36,0.0
NOR,2023-06-16,18-24,93.09,88.5,48.61
NOR,2023-06-16,25-49,89.81,86.81,56.21
NOR,2023-06-16,50-59,93.96,92.92,80.44
NOR,2023-06-16,60-69,95.83,95.58,89.21
